271 -> NOTEBOOK_HP -> 16-> 1->1322.00 
275 -> TV_LG_54 -> 49-> 1->4500.00 
276 -> TV_LG_54 -> 15-> 1->1245.00 
279 -> MONITOR_SAMSUNG_24 -> 86-> 1->7830.00 
281 -> TECLADO_ESP -> 68-> 1->6210.00 
284 -> TV_LG_54 -> 108-> 1->9810.00 
285 -> TECLADO_ESP -> 74-> 1->6750.00 
286 -> CELULAR_MOTOG5 -> 92-> 1->8370.00 
287 -> CELULAR_MOTOG6 -> 90-> 1->8190.00 
288 -> TECLADO_ESP -> 31-> 1->2477.00 
289 -> MOUSE_GENIUS -> 96-> 1->8730.00 
290 -> NOTEBOOK_HP -> 39-> 1->3093.00 
295 -> MONITOR_SAMSUNG_24 -> 32-> 1->2554.00 
297 -> MONITOR_SAMSUNG_24 -> 29-> 1->2323.00 
298 -> TV_LG_54 -> 63-> 1->5760.00 
301 -> TECLADO_ESP -> 39-> 1->3093.00 
302 -> TECLADO_ESP -> 59-> 1->5400.00 
303 -> MONITOR_SAMSUNG_24 -> 11-> 1->937.00 
304 -> TV_LG_54 -> 50-> 1->4590.00 
309 -> CELULAR_MOTOG5 -> 43-> 1->3401.00 
311 -> MONITOR_SAMSUNG_24 -> 92-> 1->8370.00 
314 -> CELULAR_MOTOG5 -> 10-> 1->860.00 
315 -> MONITOR_SAMSUNG_24 -> 73-> 1->6660.00 
316 -> TV_LG_54 -> 93-> 1->8460.00 
320 -> MONITOR_SAMSUNG_24 -> 106-> 1->9630.00 
321 -> NOTEBOOK_HP -> 107-> 1->9720.00 
323 -> CELULAR_MOTOG6 -> 101-> 1->9180.00 
326 -> TV_LG_54 -> 81-> 1->7380.00 
327 -> MONITOR_SAMSUNG_24 -> 48-> 1->4410.00 
330 -> MONITOR_SAMSUNG_24 -> 53-> 1->4860.00 
332 -> MONITOR_SAMSUNG_24 -> 102-> 1->9270.00 
333 -> CELULAR_MOTOG5 -> 53-> 1->4860.00 
336 -> CELULAR_MOTOG6 -> 41-> 1->3247.00 
338 -> MOUSE_GENIUS -> 62-> 1->5670.00 
341 -> CELULAR_MOTOG5 -> 109-> 1->9900.00 
342 -> CELULAR_MOTOG5 -> 77-> 1->7020.00 
343 -> NOTEBOOK_HP -> 72-> 1->6570.00 
351 -> CELULAR_MOTOG6 -> 21-> 1->1707.00 
353 -> CELULAR_MOTOG5 -> 65-> 1->5940.00 
358 -> MOUSE_GENIUS -> 34-> 1->2708.00 
363 -> TECLADO_ESP -> 57-> 1->5220.00 
366 -> TECLADO_ESP -> 66-> 1->6030.00 
367 -> MOUSE_GENIUS -> 50-> 1->4590.00 
369 -> CELULAR_MOTOG6 -> 52-> 1->4770.00 
377 -> CELULAR_MOTOG5 -> 71-> 1->6480.00 
381 -> MONITOR_SAMSUNG_24 -> 48-> 1->4410.00 
385 -> CELULAR_MOTOG6 -> 71-> 1->6480.00 
388 -> TECLADO_ESP -> 76-> 1->6930.00 
389 -> CELULAR_MOTOG5 -> 61-> 1->5580.00 
391 -> MONITOR_SAMSUNG_24 -> 93-> 1->8460.00 
397 -> CELULAR_MOTOG5 -> 65-> 1->5940.00 
400 -> CELULAR_MOTOG6 -> 57-> 1->5220.00 
403 -> TECLADO_ESP -> 91-> 1->8280.00 
405 -> MONITOR_SAMSUNG_24 -> 79-> 1->7200.00 
406 -> MOUSE_GENIUS -> 19-> 1->1553.00 
407 -> MONITOR_SAMSUNG_24 -> 69-> 1->6300.00 
408 -> MOUSE_GENIUS -> 10-> 1->860.00 
411 -> CELULAR_MOTOG5 -> 71-> 1->6480.00 
412 -> TV_LG_54 -> 12-> 1->1014.00 
414 -> CELULAR_MOTOG6 -> 79-> 1->7200.00 
421 -> TV_LG_54 -> 36-> 1->2862.00 
427 -> MONITOR_SAMSUNG_24 -> 21-> 1->1707.00 
429 -> CELULAR_MOTOG6 -> 29-> 1->2323.00 
433 -> CELULAR_MOTOG5 -> 50-> 1->4590.00 
434 -> TV_LG_54 -> 85-> 1->7740.00 
435 -> NOTEBOOK_HP -> 92-> 1->8370.00 
437 -> NOTEBOOK_HP -> 51-> 1->4680.00 
440 -> MOUSE_GENIUS -> 84-> 1->7650.00 
441 -> TV_LG_54 -> 98-> 1->8910.00 
446 -> MONITOR_SAMSUNG_24 -> 77-> 1->7020.00 
449 -> CELULAR_MOTOG6 -> 46-> 1->4230.00 
455 -> MOUSE_GENIUS -> 71-> 1->6480.00 
457 -> CELULAR_MOTOG5 -> 100-> 1->9090.00 
460 -> NOTEBOOK_HP -> 69-> 1->6300.00 
462 -> TECLADO_ESP -> 51-> 1->4680.00 
465 -> MOUSE_GENIUS -> 34-> 1->2708.00 
466 -> TECLADO_ESP -> 50-> 1->4590.00 
471 -> TECLADO_ESP -> 13-> 1->1091.00 
473 -> NOTEBOOK_HP -> 34-> 1->2708.00 
474 -> CELULAR_MOTOG5 -> 69-> 1->6300.00 
476 -> MONITOR_SAMSUNG_24 -> 15-> 1->1245.00 
480 -> TV_LG_54 -> 79-> 1->7200.00 
486 -> TECLADO_ESP -> 37-> 1->2939.00 
490 -> MONITOR_SAMSUNG_24 -> 78-> 1->7110.00 
491 -> TV_LG_54 -> 71-> 1->6480.00 
492 -> MOUSE_GENIUS -> 21-> 1->1707.00 
494 -> CELULAR_MOTOG6 -> 84-> 1->7650.00 
500 -> MOUSE_GENIUS -> 16-> 1->1322.00 
