197 -> CELULAR_MOTOG5 -> 15-> 1->1245.00 
198 -> CELULAR_MOTOG5 -> 61-> 3->6070.00 
199 -> NOTEBOOK_HP -> 69-> 2->6560.00 
200 -> MONITOR_SAMSUNG_24 -> 80-> 2->7550.00 
201 -> TV_LG_54 -> 46-> 3->4720.00 
202 -> MOUSE_GENIUS -> 55-> 3->5530.00 
203 -> NOTEBOOK_HP -> 104-> 2->9710.00 
204 -> MOUSE_GENIUS -> 101-> 3->9670.00 
205 -> NOTEBOOK_HP -> 95-> 2->8900.00 
206 -> CELULAR_MOTOG6 -> 22-> 1->1784.00 
207 -> NOTEBOOK_HP -> 95-> 2->8900.00 
208 -> MOUSE_GENIUS -> 33-> 1->2631.00 
209 -> CELULAR_MOTOG5 -> 53-> 2->5120.00 
210 -> NOTEBOOK_HP -> 42-> 2->3584.00 
211 -> NOTEBOOK_HP -> 57-> 3->5710.00 
212 -> TECLADO_ESP -> 107-> 1->9720.00 
213 -> TV_LG_54 -> 66-> 1->6030.00 
214 -> CELULAR_MOTOG6 -> 109-> 3->10390.00 
215 -> TECLADO_ESP -> 21-> 3->2197.00 
216 -> NOTEBOOK_HP -> 31-> 2->2737.00 
217 -> TECLADO_ESP -> 104-> 2->9710.00 
218 -> TECLADO_ESP -> 104-> 2->9710.00 
219 -> NOTEBOOK_HP -> 27-> 1->2169.00 
220 -> MOUSE_GENIUS -> 15-> 1->1245.00 
221 -> TECLADO_ESP -> 62-> 3->6160.00 
222 -> TV_LG_54 -> 26-> 2->2352.00 
223 -> MONITOR_SAMSUNG_24 -> 47-> 1->4320.00 
224 -> TECLADO_ESP -> 22-> 1->1784.00 
225 -> TV_LG_54 -> 22-> 2->2044.00 
226 -> NOTEBOOK_HP -> 14-> 2->1428.00 
227 -> CELULAR_MOTOG6 -> 106-> 3->10120.00 
228 -> MOUSE_GENIUS -> 13-> 2->1351.00 
229 -> TV_LG_54 -> 76-> 2->7190.00 
230 -> TECLADO_ESP -> 76-> 3->7420.00 
231 -> CELULAR_MOTOG5 -> 76-> 2->7190.00 
232 -> CELULAR_MOTOG6 -> 83-> 1->7560.00 
233 -> CELULAR_MOTOG6 -> 57-> 3->5710.00 
234 -> CELULAR_MOTOG5 -> 47-> 3->4810.00 
235 -> NOTEBOOK_HP -> 25-> 3->2505.00 
236 -> MONITOR_SAMSUNG_24 -> 85-> 1->7740.00 
237 -> MOUSE_GENIUS -> 57-> 1->5220.00 
238 -> CELULAR_MOTOG6 -> 11-> 2->1197.00 
239 -> TV_LG_54 -> 86-> 3->8320.00 
240 -> CELULAR_MOTOG5 -> 95-> 3->9130.00 
241 -> TV_LG_54 -> 97-> 2->9080.00 
242 -> CELULAR_MOTOG5 -> 102-> 2->9530.00 
243 -> NOTEBOOK_HP -> 52-> 1->4770.00 
244 -> TV_LG_54 -> 31-> 2->2737.00 
245 -> CELULAR_MOTOG5 -> 41-> 3->3737.00 
246 -> TECLADO_ESP -> 79-> 3->7690.00 
247 -> MONITOR_SAMSUNG_24 -> 26-> 2->2352.00 
248 -> TECLADO_ESP -> 67-> 2->6380.00 
249 -> TV_LG_54 -> 66-> 3->6520.00 
250 -> TECLADO_ESP -> 21-> 3->2197.00 
251 -> CELULAR_MOTOG6 -> 20-> 2->1890.00 
252 -> CELULAR_MOTOG5 -> 57-> 1->5220.00 
253 -> TECLADO_ESP -> 77-> 2->7280.00 
254 -> CELULAR_MOTOG5 -> 37-> 2->3199.00 
255 -> TECLADO_ESP -> 28-> 3->2736.00 
256 -> MOUSE_GENIUS -> 66-> 2->6290.00 
257 -> TV_LG_54 -> 79-> 3->7690.00 
258 -> MOUSE_GENIUS -> 46-> 1->4230.00 
259 -> TV_LG_54 -> 80-> 3->7780.00 
260 -> TECLADO_ESP -> 11-> 1->937.00 
261 -> NOTEBOOK_HP -> 110-> 3->10480.00 
262 -> TECLADO_ESP -> 26-> 2->2352.00 
263 -> TV_LG_54 -> 17-> 3->1889.00 
264 -> NOTEBOOK_HP -> 64-> 1->5850.00 
265 -> NOTEBOOK_HP -> 83-> 3->8050.00 
266 -> TECLADO_ESP -> 34-> 3->3198.00 
267 -> CELULAR_MOTOG5 -> 17-> 3->1889.00 
268 -> TV_LG_54 -> 87-> 3->8410.00 
269 -> NOTEBOOK_HP -> 73-> 2->6920.00 
270 -> CELULAR_MOTOG6 -> 110-> 2->10250.00 
271 -> NOTEBOOK_HP -> 16-> 1->1322.00 
272 -> TV_LG_54 -> 24-> 3->2428.00 
273 -> TV_LG_54 -> 46-> 3->4720.00 
274 -> CELULAR_MOTOG5 -> 68-> 2->6470.00 
275 -> TV_LG_54 -> 49-> 1->4500.00 
276 -> TV_LG_54 -> 15-> 1->1245.00 
277 -> CELULAR_MOTOG6 -> 70-> 2->6650.00 
278 -> TV_LG_54 -> 75-> 2->7100.00 
279 -> MONITOR_SAMSUNG_24 -> 86-> 1->7830.00 
280 -> MONITOR_SAMSUNG_24 -> 97-> 2->9080.00 
281 -> TECLADO_ESP -> 68-> 1->6210.00 
282 -> TECLADO_ESP -> 56-> 3->5620.00 
283 -> CELULAR_MOTOG6 -> 35-> 2->3045.00 
284 -> TV_LG_54 -> 108-> 1->9810.00 
285 -> TECLADO_ESP -> 74-> 1->6750.00 
286 -> CELULAR_MOTOG5 -> 92-> 1->8370.00 
287 -> CELULAR_MOTOG6 -> 90-> 1->8190.00 
288 -> TECLADO_ESP -> 31-> 1->2477.00 
289 -> MOUSE_GENIUS -> 96-> 1->8730.00 
290 -> NOTEBOOK_HP -> 39-> 1->3093.00 
291 -> TV_LG_54 -> 50-> 2->4850.00 
292 -> CELULAR_MOTOG6 -> 52-> 3->5260.00 
293 -> TV_LG_54 -> 97-> 3->9310.00 
294 -> MONITOR_SAMSUNG_24 -> 101-> 2->9440.00 
295 -> MONITOR_SAMSUNG_24 -> 32-> 1->2554.00 
296 -> MOUSE_GENIUS -> 42-> 3->3814.00 
297 -> MONITOR_SAMSUNG_24 -> 29-> 1->2323.00 
298 -> TV_LG_54 -> 63-> 1->5760.00 
299 -> NOTEBOOK_HP -> 72-> 3->7060.00 
300 -> TV_LG_54 -> 51-> 2->4940.00 
301 -> TECLADO_ESP -> 39-> 1->3093.00 
302 -> TECLADO_ESP -> 59-> 1->5400.00 
303 -> MONITOR_SAMSUNG_24 -> 11-> 1->937.00 
304 -> TV_LG_54 -> 50-> 1->4590.00 
305 -> MONITOR_SAMSUNG_24 -> 103-> 3->9850.00 
306 -> TV_LG_54 -> 107-> 3->10210.00 
307 -> NOTEBOOK_HP -> 32-> 3->3044.00 
308 -> MOUSE_GENIUS -> 53-> 2->5120.00 
309 -> CELULAR_MOTOG5 -> 43-> 1->3401.00 
310 -> TV_LG_54 -> 54-> 3->5440.00 
311 -> MONITOR_SAMSUNG_24 -> 92-> 1->8370.00 
312 -> MONITOR_SAMSUNG_24 -> 17-> 2->1659.00 
313 -> MOUSE_GENIUS -> 11-> 3->1427.00 
314 -> CELULAR_MOTOG5 -> 10-> 1->860.00 
315 -> MONITOR_SAMSUNG_24 -> 73-> 1->6660.00 
316 -> TV_LG_54 -> 93-> 1->8460.00 
317 -> MOUSE_GENIUS -> 61-> 2->5840.00 
318 -> MOUSE_GENIUS -> 53-> 3->5350.00 
319 -> CELULAR_MOTOG5 -> 103-> 2->9620.00 
320 -> MONITOR_SAMSUNG_24 -> 106-> 1->9630.00 
321 -> NOTEBOOK_HP -> 107-> 1->9720.00 
322 -> TECLADO_ESP -> 22-> 3->2274.00 
323 -> CELULAR_MOTOG6 -> 101-> 1->9180.00 
324 -> NOTEBOOK_HP -> 87-> 3->8410.00 
325 -> NOTEBOOK_HP -> 70-> 2->6650.00 
326 -> TV_LG_54 -> 81-> 1->7380.00 
327 -> MONITOR_SAMSUNG_24 -> 48-> 1->4410.00 
328 -> MONITOR_SAMSUNG_24 -> 11-> 3->1427.00 
329 -> TECLADO_ESP -> 79-> 2->7460.00 
330 -> MONITOR_SAMSUNG_24 -> 53-> 1->4860.00 
331 -> NOTEBOOK_HP -> 36-> 3->3352.00 
332 -> MONITOR_SAMSUNG_24 -> 102-> 1->9270.00 
333 -> CELULAR_MOTOG5 -> 53-> 1->4860.00 
334 -> TV_LG_54 -> 53-> 3->5350.00 
335 -> MONITOR_SAMSUNG_24 -> 94-> 2->8810.00 
336 -> CELULAR_MOTOG6 -> 41-> 1->3247.00 
337 -> MONITOR_SAMSUNG_24 -> 84-> 2->7910.00 
338 -> MOUSE_GENIUS -> 62-> 1->5670.00 
339 -> TECLADO_ESP -> 44-> 3->3968.00 
340 -> NOTEBOOK_HP -> 35-> 3->3275.00 
341 -> CELULAR_MOTOG5 -> 109-> 1->9900.00 
342 -> CELULAR_MOTOG5 -> 77-> 1->7020.00 
343 -> NOTEBOOK_HP -> 72-> 1->6570.00 
344 -> MONITOR_SAMSUNG_24 -> 51-> 3->5170.00 
345 -> CELULAR_MOTOG5 -> 92-> 3->8860.00 
346 -> CELULAR_MOTOG6 -> 52-> 3->5260.00 
347 -> MOUSE_GENIUS -> 78-> 3->7600.00 
348 -> TECLADO_ESP -> 101-> 2->9440.00 
349 -> NOTEBOOK_HP -> 96-> 2->8990.00 
350 -> CELULAR_MOTOG5 -> 42-> 2->3584.00 
351 -> CELULAR_MOTOG6 -> 21-> 1->1707.00 
352 -> TV_LG_54 -> 79-> 3->7690.00 
353 -> CELULAR_MOTOG5 -> 65-> 1->5940.00 
354 -> TV_LG_54 -> 78-> 3->7600.00 
355 -> TV_LG_54 -> 87-> 3->8410.00 
356 -> NOTEBOOK_HP -> 59-> 2->5660.00 
357 -> TV_LG_54 -> 37-> 2->3199.00 
358 -> MOUSE_GENIUS -> 34-> 1->2708.00 
359 -> NOTEBOOK_HP -> 40-> 3->3660.00 
360 -> CELULAR_MOTOG5 -> 88-> 2->8270.00 
361 -> TECLADO_ESP -> 32-> 2->2814.00 
362 -> CELULAR_MOTOG5 -> 48-> 2->4670.00 
363 -> TECLADO_ESP -> 57-> 1->5220.00 
364 -> TECLADO_ESP -> 15-> 3->1735.00 
365 -> MONITOR_SAMSUNG_24 -> 15-> 2->1505.00 
366 -> TECLADO_ESP -> 66-> 1->6030.00 
367 -> MOUSE_GENIUS -> 50-> 1->4590.00 
368 -> TECLADO_ESP -> 69-> 2->6560.00 
369 -> CELULAR_MOTOG6 -> 52-> 1->4770.00 
370 -> TECLADO_ESP -> 57-> 3->5710.00 
371 -> TV_LG_54 -> 13-> 3->1581.00 
372 -> NOTEBOOK_HP -> 32-> 2->2814.00 
373 -> NOTEBOOK_HP -> 108-> 3->10300.00 
374 -> MOUSE_GENIUS -> 69-> 2->6560.00 
375 -> TV_LG_54 -> 72-> 2->6830.00 
376 -> CELULAR_MOTOG6 -> 53-> 3->5350.00 
377 -> CELULAR_MOTOG5 -> 71-> 1->6480.00 
378 -> TV_LG_54 -> 37-> 2->3199.00 
379 -> TV_LG_54 -> 17-> 3->1889.00 
380 -> CELULAR_MOTOG5 -> 105-> 2->9800.00 
381 -> MONITOR_SAMSUNG_24 -> 48-> 1->4410.00 
382 -> NOTEBOOK_HP -> 107-> 3->10210.00 
383 -> TV_LG_54 -> 21-> 3->2197.00 
384 -> TECLADO_ESP -> 95-> 2->8900.00 
385 -> CELULAR_MOTOG6 -> 71-> 1->6480.00 
386 -> CELULAR_MOTOG5 -> 13-> 3->1581.00 
387 -> TV_LG_54 -> 75-> 2->7100.00 
388 -> TECLADO_ESP -> 76-> 1->6930.00 
389 -> CELULAR_MOTOG5 -> 61-> 1->5580.00 
390 -> NOTEBOOK_HP -> 34-> 3->3198.00 
391 -> MONITOR_SAMSUNG_24 -> 93-> 1->8460.00 
392 -> TECLADO_ESP -> 10-> 3->1350.00 
393 -> NOTEBOOK_HP -> 48-> 3->4900.00 
394 -> MOUSE_GENIUS -> 78-> 3->7600.00 
395 -> MOUSE_GENIUS -> 67-> 3->6610.00 
396 -> TV_LG_54 -> 60-> 3->5980.00 
397 -> CELULAR_MOTOG5 -> 65-> 1->5940.00 
398 -> CELULAR_MOTOG5 -> 97-> 3->9310.00 
399 -> TV_LG_54 -> 44-> 3->3968.00 
400 -> CELULAR_MOTOG6 -> 57-> 1->5220.00 
401 -> TECLADO_ESP -> 104-> 3->9940.00 
402 -> TV_LG_54 -> 77-> 3->7510.00 
403 -> TECLADO_ESP -> 91-> 1->8280.00 
404 -> MONITOR_SAMSUNG_24 -> 15-> 3->1735.00 
405 -> MONITOR_SAMSUNG_24 -> 79-> 1->7200.00 
406 -> MOUSE_GENIUS -> 19-> 1->1553.00 
407 -> MONITOR_SAMSUNG_24 -> 69-> 1->6300.00 
408 -> MOUSE_GENIUS -> 10-> 1->860.00 
409 -> MONITOR_SAMSUNG_24 -> 36-> 3->3352.00 
410 -> MONITOR_SAMSUNG_24 -> 45-> 3->4630.00 
411 -> CELULAR_MOTOG5 -> 71-> 1->6480.00 
412 -> TV_LG_54 -> 12-> 1->1014.00 
413 -> CELULAR_MOTOG5 -> 21-> 2->1967.00 
414 -> CELULAR_MOTOG6 -> 79-> 1->7200.00 
415 -> TECLADO_ESP -> 81-> 3->7870.00 
416 -> NOTEBOOK_HP -> 32-> 3->3044.00 
417 -> MONITOR_SAMSUNG_24 -> 45-> 3->4630.00 
418 -> CELULAR_MOTOG5 -> 36-> 3->3352.00 
419 -> CELULAR_MOTOG5 -> 38-> 2->3276.00 
420 -> TECLADO_ESP -> 107-> 2->9980.00 
421 -> TV_LG_54 -> 36-> 1->2862.00 
422 -> NOTEBOOK_HP -> 46-> 2->4490.00 
423 -> TV_LG_54 -> 99-> 3->9490.00 
424 -> CELULAR_MOTOG6 -> 40-> 2->3430.00 
425 -> CELULAR_MOTOG6 -> 70-> 3->6880.00 
426 -> TECLADO_ESP -> 78-> 2->7370.00 
427 -> MONITOR_SAMSUNG_24 -> 21-> 1->1707.00 
428 -> CELULAR_MOTOG5 -> 19-> 3->2043.00 
429 -> CELULAR_MOTOG6 -> 29-> 1->2323.00 
430 -> CELULAR_MOTOG6 -> 91-> 3->8770.00 
431 -> TECLADO_ESP -> 70-> 3->6880.00 
432 -> MONITOR_SAMSUNG_24 -> 30-> 2->2660.00 
433 -> CELULAR_MOTOG5 -> 50-> 1->4590.00 
434 -> TV_LG_54 -> 85-> 1->7740.00 
435 -> NOTEBOOK_HP -> 92-> 1->8370.00 
436 -> MOUSE_GENIUS -> 44-> 3->3968.00 
437 -> NOTEBOOK_HP -> 51-> 1->4680.00 
438 -> MOUSE_GENIUS -> 77-> 3->7510.00 
439 -> MOUSE_GENIUS -> 21-> 3->2197.00 
440 -> MOUSE_GENIUS -> 84-> 1->7650.00 
441 -> TV_LG_54 -> 98-> 1->8910.00 
442 -> TV_LG_54 -> 107-> 3->10210.00 
443 -> CELULAR_MOTOG5 -> 22-> 2->2044.00 
444 -> CELULAR_MOTOG6 -> 104-> 2->9710.00 
445 -> MONITOR_SAMSUNG_24 -> 45-> 3->4630.00 
446 -> MONITOR_SAMSUNG_24 -> 77-> 1->7020.00 
447 -> MOUSE_GENIUS -> 39-> 2->3353.00 
448 -> TECLADO_ESP -> 46-> 2->4490.00 
449 -> CELULAR_MOTOG6 -> 46-> 1->4230.00 
450 -> NOTEBOOK_HP -> 99-> 2->9260.00 
451 -> TV_LG_54 -> 63-> 3->6250.00 
452 -> TECLADO_ESP -> 108-> 2->10070.00 
453 -> CELULAR_MOTOG6 -> 82-> 3->7960.00 
454 -> MOUSE_GENIUS -> 97-> 2->9080.00 
455 -> MOUSE_GENIUS -> 71-> 1->6480.00 
456 -> NOTEBOOK_HP -> 51-> 3->5170.00 
457 -> CELULAR_MOTOG5 -> 100-> 1->9090.00 
458 -> MOUSE_GENIUS -> 69-> 2->6560.00 
459 -> CELULAR_MOTOG6 -> 60-> 3->5980.00 
